date_end,date_start,pollster,sponsor,population,n,dem,rep,value,partisan,internal,poll_id,source_url
2026-01-13,2026-01-12,Ipsos,Reuters,A,1217,35.0,32.0,3.0,,,gen202ips4ul5u7dr,https://www.reuters.com/data/which-party-do-americans-want-run-congress-2025-11-05
2026-01-14,2026-01-13,Public Policy Polling,Progress Action Fund,RV,597,50.0,42.0,8.0,DEM,,gen202pub1uzfis8x,https://drive.google.com/file/d/1iHoieThBdqtE4vH3gDLGzOI334wGWU6_/view
2026-01-15,2026-01-13,Research Co.,,A,1002,42.0,36.0,6.0,,,gen202reszwfu9xpw,https://researchco.ca/2026/01/26/amendment
2026-01-17,2026-01-12,The New York Times/Siena College,,RV,1625,48.0,43.0,5.0,,,gen202thebetxq9n0,https://www.nytimes.com/interactive/2026/01/22/polls/times-siena-national-poll-crosstabs.html
2026-01-18,2026-01-12,Morning Consult,,RV,12505,44.0,42.0,2.0,,,gen202moreswt9ang,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#01-18-2026
2026-01-18,2026-01-16,Morning Consult,,RV,2201,45.0,43.0,2.0,,,gen202morhrb08nk6,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#01-18-2026
2026-01-19,2026-01-17,Emerson College,,LV,1000,48.1,41.7,6.4,,,gen202eme0v5i59it,https://docs.google.com/spreadsheets/d/1JN0akF_-HHyL8gVAeNm-y7r4cmyJqRsB/edit?rtpof=true&sd=true&gid=1734735931#gid=1734735931
2026-01-19,2026-01-16,YouGov,The Economist,A,1722,39.0,34.0,5.0,,,gen202youaopgshld,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_ZEHeJBk.pdf
2026-01-19,2026-01-16,YouGov,The Economist,RV,1549,43.0,39.0,4.0,,,gen202youljd2lcjf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_ZEHeJBk.pdf
2026-01-20,2026-01-13,KFF,,RV,1141,49.0,42.0,7.0,,,gen202kffnllpfo8t,https://files.kff.org/attachment/topline-kff-health-tracking-poll-jan-2026.pdf
2026-01-20,2026-01-14,Verasight,Strength In Numbers,RV,,51.0,43.0,8.0,,,gen202verd43ch8uz,https://www.gelliottmorris.com/p/new-poll-trump-slips-on-immigration
2026-01-22,2026-01-15,Clarity Campaign Labs,,LV,1147,51.0,42.0,9.0,,,gen202cla35wej9ad,https://www.claritycampaigns.com/clarity-omnibus-jan-2026
2026-01-22,2026-01-20,Quantus Insights,,RV,1000,47.2,40.7,6.5,,,gen202qua9n11067c,https://v0-quantus-insights-website.vercel.app/polls/2601412-weighted-ziw7630t?tab=toplines
2026-01-24,2026-01-22,Big Data Poll,Public Polling Project,LV,2909,48.2,44.2,4.0,,,gen202bigq7sxj107,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=db25fc38-d7a5-46cb-a95b-b3e0000b58b4
2026-01-25,2026-01-23,Ipsos,Reuters,RV,906,41.0,37.0,4.0,,,gen202ipst0vqxwzr,https://www.reuters.com/data/trumps-approval-rating-2025-01-21
2026-01-25,2026-01-19,Morning Consult,,RV,12505,44.0,43.0,1.0,,,gen202mord7yx3hp4,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#01-25-2026
2026-01-25,2026-01-23,Morning Consult,,RV,2201,45.0,43.0,2.0,,,gen202mor40wu93uh,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#01-25-2026
2026-01-26,2026-01-23,Beacon Research/Shaw & Co. Research,Fox News,RV,1005,52.0,46.0,6.0,,,gen202bea1zjzpg64,https://static.foxnews.com/foxnews.com/content/uploads/2026/01/fox_january-23-26_national_topline_january-28-release.pdf
2026-01-26,2026-01-22,Echelon Insights,,LV,1029,49.0,44.0,5.0,,,gen202echg6wqrhp3,https://echelonin.wpenginepowered.com/wp-content/uploads/January-2026-Voter-Omnibus-Topline.pdf
2026-01-26,2026-01-23,Focaldata,,A,2037,39.0,35.0,4.0,,,gen202foc331c995c,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling
2026-01-26,2026-01-23,YouGov,The Economist,RV,1520,43.0,38.0,5.0,,,gen202you9a9g9olg,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8FWGyNz.pdf#page=83
2026-01-26,2026-01-23,YouGov,The Economist,A,1684,38.0,35.0,3.0,,,gen202younb0uckie,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8FWGyNz.pdf#page=83
2026-01-27,2026-01-21,McLaughlin & Associates,,LV,1000,46.0,44.0,2.0,,,gen202mcl0f670da2,https://mclaughlinonline.com/pols/wp-content/uploads/2026/02/National-January-2026-Presentation-RELEASE-1-1.pdf
2026-01-27,2026-01-26,The Argument/Verasight,,LV,,55.0,45.0,10.0,,,gen202thew0pr38sc,https://www.theargumentmag.com/p/immigration-is-turning-into-a-disaster
2026-01-27,2026-01-26,The Argument/Verasight,,RV,1515,52.0,48.0,4.0,,,gen202theea14xh0m,https://www.theargumentmag.com/p/immigration-is-turning-into-a-disaster
2026-01-28,2026-01-27,Cygnal,,LV,1004,48.0,44.0,4.0,,,gen202cyggq1ns3i7,https://www.cygn.al/wp-content/uploads/2026/02/Cygnal-Deportation-Poll-Data.pdf
2026-01-28,2026-01-21,Marquette University Law School,,A,1003,45.0,39.0,6.0,,,gen202mar1mmhk54j,https://law.marquette.edu/assets/community/poll/MLSPSC30/MLSPSC30Crosstabs_NationalIssues.html
2026-01-28,2026-01-21,Marquette University Law School,,RV,869,48.0,44.0,4.0,,,gen202marfa6kqh0m,https://law.marquette.edu/assets/community/poll/MLSPSC30/MLSPSC30Crosstabs_NationalIssues.html
2026-01-28,2026-01-21,Marquette University Law School,,LV,577,52.0,45.0,7.0,,,gen202maro1vul0lx,https://law.marquette.edu/assets/community/poll/MLSPSC30/MLSPSC30Crosstabs_NationalIssues.html
2026-01-29,2026-01-28,HarrisX/Harris Poll,Harvard CAPS,LV,2000,52.0,48.0,4.0,,,gen202hary979p4hg,https://harvardharrispoll.com/wp-content/uploads/2026/02/HHP_Jan2026_KeyResults.pdf
2026-01-29,2026-01-27,TIPP Insights,Issues & Insights,RV,1126,45.0,42.0,3.0,,,gen202tip00f8b387,https://issuesinsights.com/2026/02/16/who-leads-in-2028-presidential-race-and-in-2026-midterm-elections-ii-tipp-poll
2026-01-30,2026-01-29,Public Policy Polling,,RV,652,48.0,41.0,7.0,,,gen202pub1eunsp9r,https://e1.nmcdn.io/assets/ppp/wp-content/uploads/2026/01/January2026NationalSurvey.pdf
2026-02-01,2026-01-30,Morning Consult,,RV,2201,47.0,42.0,5.0,,,gen202morfersg7h4,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#02-01-2026
2026-02-01,2026-01-26,Morning Consult,,RV,12505,44.0,42.0,2.0,,,gen202mor8d572fd0,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#02-01-2026
2026-02-02,2026-01-30,YouGov,The Economist,RV,1504,44.0,40.0,4.0,,,gen202you8d2cimjg,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf
2026-02-02,2026-01-30,YouGov,The Economist,A,1672,36.0,34.0,2.0,,,gen202yougccmqau9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf
2026-02-04,2026-02-03,Cygnal,,LV,1500,48.0,44.0,4.0,,,gen202cyg0f4e4de6,https://www.cygn.al/wp-content/uploads/2026/02/23572-Cygnal-National-NVT-Feb26-Deck-Public.pdf
2026-02-05,2026-02-04,John Zogby Strategies,,LV,1000,47.0,42.0,5.0,,,gen202joh415e61a2,https://johnzogbystrategies.com/democrats-lead-republicans-47-42-in-congressional-generic-poll
2026-02-08,2026-02-02,Morning Consult,,RV,29303,45.0,42.0,3.0,,,gen202mor52a53368,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#02-08-2026
2026-02-09,2026-02-06,Morning Consult,,RV,2200,45.0,41.0,4.0,,,gen202mor0b96b326,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#02-09-2026
2026-02-09,2026-02-06,YouGov,The Economist,A,1730,39.0,31.0,8.0,,,gen202youxi2k24mg,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf
2026-02-09,2026-02-06,YouGov,The Economist,RV,1551,44.0,38.0,6.0,,,gen202youc4u7dikt,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf
2026-02-10,2026-02-10,Focaldata,,LV,,51.0,44.0,7.0,,,gen202foc9688c25e,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling
2026-02-10,2026-02-10,Focaldata,,RV,,46.0,42.0,4.0,,,gen202focec036b61,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling
2026-02-10,2026-02-10,Focaldata,,A,1148,42.0,38.0,4.0,,,gen202foc64195cbb,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling
2026-02-10,2026-02-04,The Argument/Verasight,,RV,3003,53.0,47.0,6.0,,,gen202thea1c3940a,https://www.theargumentmag.com/p/the-trans-rights-backlash-is-real
2026-02-10,2026-02-04,The Argument/Verasight,,LV,,53.0,47.0,6.0,,,gen202the46f080ee,https://www.theargumentmag.com/p/the-trans-rights-backlash-is-real
2026-02-12,2026-02-09,RMG Research,,RV,2000,45.0,47.0,-2.0,,,gen202rmg8840c11c,https://napolitannews.org/posts/generic-ballot-gop-44-percent-dem-41-but-dems-more-enthusiastic#02-12-2026
2026-02-12,2026-02-09,YouGov,Yahoo News,RV,1149,44.0,41.0,3.0,,,gen202you0acd1884,https://www.yahoo.com/news/politics/article/poll-trumps-approval-rating-hits-new-low-as-immigration-backlash-grows-and-ice-withdraws-from-minnesota-204723473.html
2026-02-13,2026-02-12,Quantus Insights,,LV,1515,48.0,42.0,6.0,,,gen202qua250cbc5a,https://drive.google.com/file/d/1oJf00_QCTUCxMvNoNnRMRKj97lQ5S5pP/view
2026-02-15,2026-02-09,Morning Consult,,RV,12505,45.0,42.0,3.0,,,gen202moredea7e96,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#02-15-2026
2026-02-16,2026-02-13,Ipsos,Reuters,RV,846,41.0,37.0,4.0,,,gen202ips5480e8db,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17
2026-02-16,2026-02-13,Ipsos,Reuters,A,1117,36.0,32.0,4.0,,,gen202ips1b69c5aa,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17
2026-02-16,2026-02-13,YouGov,The Economist,RV,1509,47.0,40.0,7.0,,,gen202you396f2cec,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf
2026-02-16,2026-02-13,YouGov,The Economist,A,1682,39.0,33.0,6.0,,,gen202you519cb5b0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf
2026-02-17,2026-02-12,Ipsos,ABC News; The Washington Post,RV,2087,47.0,45.0,2.0,,,gen202ipsb162ebc2,https://www.washingtonpost.com/politics/2026/02/25/poll-democrats-trump-republicans-midterms
2026-02-18,2026-02-16,Big Data Poll,1776 Law Center,LV,1805,50.0,41.3,8.7,,,gen202bigc1d4e27a,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=85c98324-ccc5-43dc-93e6-b3f60172d1fe
2026-02-18,2026-02-16,Big Data Poll,1776 Law Center,RV,2012,48.2,40.0,8.2,,,gen202big82c2050f,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=85c98324-ccc5-43dc-93e6-b3f60172d1fe
2026-02-18,2026-02-13,Bowling Green State University/YouGov,,RV,1200,49.0,41.0,8.0,,,gen202bow961d6eac,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo
2026-02-18,2026-02-05,Change Research,,RV,1741,43.0,40.0,3.0,,,gen202chaac421070,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318
2026-02-19,2026-02-13,Talker Research,Scripps News,A,1000,42.0,36.0,6.0,,,gen202tald5d533fb,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries
2026-02-20,2026-02-18,Verasight,Strength In Numbers,RV,1401,52.0,42.0,10.0,,,gen202verb7bf02d2,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address
2026-02-20,2026-02-18,Verasight,Strength In Numbers,A,1566,50.0,40.0,10.0,,,gen202verb8fa684b,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address
2026-02-22,2026-02-21,Emerson College,,LV,1000,50.4,42.4,8.0,,,gen202emed204ed40,https://docs.google.com/spreadsheets/d/1SS_Vfa-SArcPFS60SmvpIB-kd_sakjcX/edit?rtpof=true&sd=true
2026-02-22,2026-02-20,Morning Consult,,RV,2202,46.0,42.0,4.0,,,gen202mor077806f2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#02-22-2026
2026-02-22,2026-02-16,Morning Consult,,RV,26087,45.0,42.0,3.0,,,gen202mor18c3ca3c,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#02-22-2026
2026-02-23,2026-02-19,Echelon Insights,,LV,1002,50.0,46.0,4.0,,,gen202ech2aa40d74,https://docs.google.com/spreadsheets/d/1m0IKbqTOxjH_xFQu7I8JTQeIqildMiyY/edit?rtpof=true&sd=true
2026-02-23,2026-02-20,Grayhouse,America One Policies,RV,1394,43.0,40.0,3.0,REP,,gen202gra2275cae0,https://cdn.prod.website-files.com/5d02aaade6188137a65c8441/69a9b8dd9009aa1372749a66_Iran%20and%20Affordability%20Deck_0305.pdf
2026-02-23,2026-02-18,Ipsos,Reuters,RV,3686,40.0,38.0,2.0,,,gen202ips899bee43,https://www.reuters.com/world/us/most-americans-say-trump-is-growing-erratic-with-age-reutersipsos-poll-finds-2026-02-24
2026-02-23,2026-02-18,Ipsos,Reuters,A,4638,35.0,32.0,3.0,,,gen202ipse467faa1,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Large%20Issue%20Topline%20Feb%202026.pdf
2026-02-23,2026-02-18,Pennsylvania State University McCourtney Institute for Democracy/YouGov,,RV,824,42.0,37.0,5.0,,,gen202pen388f5658,https://democracy.psu.edu/wp-content/uploads/sites/14/2026/03/MOTN-GenericBallotFeb2026.pdf
2026-02-23,2026-02-20,YouGov,The Economist,RV,1402,45.0,41.0,4.0,,,gen202youf1935f54,https://yougov.com/en-us/articles/54156-two-thirds-independents-disapprove-donald-trump-job-performance-february-20-23-2026-economist-yougov-poll
2026-02-23,2026-02-20,YouGov,The Economist,A,1551,39.0,34.0,5.0,,,gen202you4cb58744,https://yougov.com/en-us/articles/54156-two-thirds-independents-disapprove-donald-trump-job-performance-february-20-23-2026-economist-yougov-poll
2026-02-26,2026-02-24,Cygnal,American Principles Project,LV,1048,48.0,45.0,3.0,REP,,gen202cyg042f1e59,https://act.americanprinciplesproject.org/p/protect-kids-online/results?access=press
2026-02-26,2026-02-25,HarrisX/Harris,Harvard CAPS,LV,,50.0,50.0,0.0,,,gen202harb82e0a2b,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Feb2026_KeyResults_Mon.pdf
2026-02-26,2026-02-25,HarrisX/Harris,Harvard CAPS,RV,1999,50.0,50.0,0.0,,,gen202har6b357806,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Feb2026_KeyResults_Mon.pdf
2026-02-27,2026-02-24,TIPP Insights,,RV,1264,46.0,44.0,2.0,,,gen202tipce47db1a,https://tippinsights.com/americas-stalemate
2026-02-27,2026-02-25,YouGov,CBS News,RV,1523,45.0,40.0,5.0,,,gen202you5d81f482,https://assets1.cbsnewsstatic.com/hub/cms/prod_cms_alt/file/2026/03/02/19e472d6-ce4d-4193-b4cc-0e5086fb97f7/cbsnews_20260301_parties-tues.pdf
2026-02-28,2026-02-28,The Public Sentiment Institute,,LV,249,50.0,41.0,9.0,,,gen202thef6d37a30,https://docs.google.com/spreadsheets/d/1m40rnoHyDTHRmVYF9mYbAjKrriNucbiqzlIO_4nAq_w/edit?gid=1327702577#gid=1327702577
2026-02-28,2026-02-28,The Public Sentiment Institute,,RV,316,41.0,33.0,8.0,,,gen202theb66b8abe,https://docs.google.com/spreadsheets/d/1m40rnoHyDTHRmVYF9mYbAjKrriNucbiqzlIO_4nAq_w/edit?gid=1327702577#gid=1327702577
2026-03-02,2026-02-27,YouGov,The Economist,RV,1366,45.0,41.0,4.0,,,gen202you70d22b71,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62
2026-03-02,2026-02-27,YouGov,The Economist,A,1515,40.0,33.0,7.0,,,gen202you38c2a9ca,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62
2026-03-03,2026-02-27,Hart Research Associates/Public Opinion Strategies,NBC News,RV,1000,50.0,44.0,6.0,,,gen202hard90e1273,https://s3.documentcloud.org/documents/27777984/nbc-news-march-2026-poll-03-08-2024-release-final.pdf
2026-03-03,2026-03-02,Quantus Insights,,LV,1624,48.0,42.0,6.0,,,gen202qua5fec4b64,https://docs.google.com/spreadsheets/d/1XX2nY6R87uXlb0Ii-pcL9gFyM284UKRf/edit?gid=1938592910#gid=1938592910
2026-03-04,2026-03-03,Cygnal,,LV,1500,49.0,45.0,4.0,,,gen202cyg91511465,https://www.cygn.al/wp-content/uploads/2026/03/23673-Cygnal-National-Mar26-NVT-Deck-Public.pdf
2026-03-04,2026-03-02,Marist University,NPR; PBS News,RV,1392,53.0,44.0,9.0,,,gen202mar4e24ed15,https://maristpoll.marist.edu/wp-content/uploads/2026/03/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202603091024.pdf
2026-03-05,2026-03-02,Noble Predictive Insights,The Center Square,RV,2659,44.0,43.0,1.0,,,gen202nob842fb127,https://www.thecentersquare.com/national/article_c3795c17-be14-4566-a625-eb38b4ffc1bf.html
2026-03-05,2026-03-02,RMG Research,Napolitan Institute,RV,2000,46.0,46.0,0.0,,,gen202rmg6e270e3b,https://napolitannews.org/posts/generic-ballot-dem-44-percent-gop-43-dems-also-more-enthusiastic
2026-03-07,2026-02-26,Clarity Campaign Labs,,LV,1004,47.0,43.0,4.0,,,gen202cla8ed0b7c5,https://www.claritycampaigns.com/clarity-omnibus-2026-mar
2026-03-08,2026-03-06,Morning Consult,,RV,2202,47.0,43.0,4.0,,,gen202mor4108c1ef,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#03-08-2026
2026-03-09,2026-03-04,McLaughlin & Associates,,LV,1000,47.0,43.0,4.0,,,gen202mclb94b7c24,https://mclaughlinonline.com/pols/wp-content/uploads/2026/03/National-March-Presentation-RELEASE-03-10-26.pdf
2026-03-09,2026-03-06,YouGov,The Economist,RV,1405,45.0,42.0,3.0,,,gen202youa693623d,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50
2026-03-09,2026-03-06,YouGov,The Economist,A,1563,40.0,36.0,4.0,,,gen202you0dee45a4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50
2026-03-10,2026-03-06,Focaldata,,RV,1534,48.0,42.0,6.0,,,gen202foccaecc3f9,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war
2026-03-10,2026-03-06,Focaldata,,A,1782,45.0,39.0,6.0,,,gen202foc4dadf601,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war
2026-03-12,2026-03-08,Change Research,,RV,1540,47.0,41.0,6.0,,,gen202cha2262f999,https://portal.changeresearch.com/portal/projects/61cdcd30-3c32-4785-9ccb-5fe82cb36389
2026-03-15,2026-03-09,Morning Consult,,RV,26634,45.0,42.0,3.0,,,gen202morb582e7f4,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#03-15-2026
2026-03-15,2026-03-09,Survey 160,,RV,1546,48.0,38.0,10.0,,,gen202surc38b2f8a,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026
2026-03-16,2026-03-12,Echelon Insights,,LV,1033,49.0,44.0,5.0,,,gen202echa62b259e,https://docs.google.com/spreadsheets/d/1KWEl_e6oGvnVZFbCnbJjk9MHy9OAE0y_/edit?gid=537850620#gid=537850620
2026-03-16,2026-03-13,Morning Consult,,RV,2201,48.0,40.0,8.0,,,gen202mor25e7b4e1,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#03-16-2026
2026-03-16,2026-03-13,YouGov,The Economist,RV,1427,43.0,41.0,2.0,,,gen202you5eb0a81f,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58
2026-03-16,2026-03-13,YouGov,The Economist,A,1593,39.0,35.0,4.0,,,gen202you3180bc85,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58
2026-03-17,2026-03-16,Emerson College,,LV,1000,49.2,41.5,7.7,,,gen202eme59d14015,https://docs.google.com/spreadsheets/d/1EfOmL-oir8Qp12WCByOuqB2fRRqtrr11/edit?rtpof=true&sd=true&gid=586600673#gid=586600673
2026-03-17,2026-03-12,The Argument/Verasight,,RV,1519,54.0,46.0,8.0,,,gen202theebe8cac7,https://substack.com/inbox/post/191802614
2026-03-17,2026-03-15,The Winston Group,Winning the Issues,RV,1000,49.0,40.0,9.0,REP,,gen202the52f17495,https://www.winningtheissues.org/wp-content/uploads/2026/04/March-2026-Winning-the-Issues-Survey.pdf
2026-03-18,2026-03-17,John Zogby Strategies,,LV,1000,46.0,46.0,0.0,,,gen202joh3aca1eba,https://x.com/zogbystrategies/status/2036096236139245673?s=20
2026-03-18,2026-03-17,Quantus Insights,,LV,1053,47.0,42.0,5.0,,,gen202qua946fac3d,https://drive.google.com/file/d/1u6X2tjztzSMI-UNX00OA-CuWAhqPcxxj/view
2026-03-19,2026-03-17,Ipsos,Reuters,A,1545,35.0,32.0,3.0,,,gen202ips67b7ec50,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Poll%20March%202026%20Topline.pdf
2026-03-19,2026-03-17,Ipsos,Reuters,RV,1206,40.0,37.0,3.0,,,gen202ips8f20b085,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Poll%20March%202026%20Topline.pdf
2026-03-20,2026-03-10,Impact Research/BSP Research,Third Way; UnidosUS,LV,1000,45.0,41.0,4.0,,,gen202impb4bb4fec,https://www.thirdway.org/memo/president-trumps-immigration-problem
2026-03-22,2026-03-17,Morning Consult,Gambling Is Not Investing,A,15029,47.0,42.0,5.0,,,gen202mor21cd6c2a,https://www.gamblingisnotinvesting.com/morning-consult-poll-reveals-americans-concerns-with-prediction-markets
2026-03-23,2026-03-19,Quinnipiac University,,RV,1191,51.0,40.0,11.0,,,gen202qui1a373f46,https://poll.qu.edu/images/polling/us/us03252026_ueek31.pdf
2026-03-23,2026-03-09,Yale Youth Poll,,RV,3429,46.0,44.0,2.0,,,gen202yalf028b2ff,https://youthpoll.yale.edu/spring-2026-results
2026-03-24,2026-03-22,Big Data Poll,Public Polling Project,RV,3003,48.0,40.0,8.0,,,gen202bigb03ecf05,https://www.bigdatapoll.com/blog/trump-disapproval-rating-hits-new-high-in-march-amid-unpopular-war/
2026-03-26,2026-03-25,HarrisX/Harris,Harvard CAPS,LV,,52.0,48.0,4.0,,,gen202hara9a84ddc,https://x.com/IAPolls2022/status/2038696085267394990?s=20
2026-03-26,2026-03-25,HarrisX/Harris,Harvard CAPS,RV,2009,51.0,49.0,2.0,,,gen202har6cb5564e,https://x.com/IAPolls2022/status/2038692771830063336?s=20
2026-03-26,2026-03-25,Quantus Insights,,LV,1470,47.0,41.3,5.7,,,gen202quaf01fa8df,https://docs.google.com/spreadsheets/d/1_Fz7pWK_RfSVQ__18QujNi-QPw5jJIqX/edit?gid=1786900467#gid=1786900467
2026-03-29,2026-03-23,Morning Consult,,RV,26725,45.0,42.0,3.0,,,gen202mor1a15291a,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#03-29-2026
2026-03-30,2026-03-26,CNN/SSRS,,RV,951,48.0,42.0,6.0,,,gen202cnn96858d5d,https://embed.documentcloud.org/documents/28014525-cnn-poll-conducted-by-ssrs-2026-midterms-parties/?embed=1&responsive=1&title=1&onlyshoworg=1
2026-03-30,2026-03-26,University of Massachusetts Lowell Center for Public Opinion/YouGov,,A,1000,38.0,35.0,3.0,,,gen202uniab038bd7,https://www.uml.edu/docs/2026-Nat-Pol-March-Topline_tcm18-417813.pdf
2026-03-30,2026-03-27,YouGov,The Economist,RV,1502,45.0,39.0,6.0,,,gen202you13c9e3ae,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50
2026-03-30,2026-03-27,YouGov,The Economist,A,1674,39.0,33.0,6.0,,,gen202you5ba4707a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50
2026-04-03,2026-04-02,Cygnal,,LV,1500,49.0,43.0,6.0,,,gen202cyg5dc20dbb,https://www.cygn.al/wp-content/uploads/2026/04/23738-Cygnal-National-Apr26-NVT-Deck-Public.pdf
2026-04-05,2026-03-30,Morning Consult,,RV,12505,45.0,42.0,3.0,,,gen202mor77813195,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#04-05-2026
2026-04-06,2026-04-03,Morning Consult,,RV,2200,45.0,42.0,3.0,,,gen202morb92de0d5,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#04-06-2026
2026-04-06,2026-04-03,YouGov,The Economist,RV,1558,44.0,42.0,2.0,,,gen202you47b39b9a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30
2026-04-06,2026-04-03,YouGov,The Economist,A,1745,38.0,36.0,2.0,,,gen202youd8d72505,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30
2026-04-07,2026-04-03,Change Research,,RV,2702,47.0,42.0,5.0,,,gen202cha3a50e664,https://portal.changeresearch.com/portal/projects/25b5e88c-5e8c-4f1b-9d0e-340163792181
2026-04-09,2026-04-03,Echelon Insights,NetChoice,LV,2880,50.0,45.0,5.0,,,gen202ech657fa13f,https://netchoice.org/wp-content/uploads/2026/04/NetChoice-Apr-2026-National-Antitrust-Survey-Topline.pdf
2026-04-09,2026-04-06,Morning Consult,,RV,2200,46.0,42.0,4.0,,,gen202morbad84d57,https://drive.google.com/file/d/1J-vPAS1XXmBtiDUw4rDA4p3G7jHbQ6b7/view
2026-04-09,2026-04-06,RMG Research,Napolitan Institute,RV,2000,49.0,44.0,5.0,,,gen202rmga44f828f,https://napolitannews.org/posts/generic-ballot-dem-45-percent-gop-42-dems-also-more-enthusiastic
2026-04-09,2026-04-06,Tavern Research,,LV,502,44.0,43.0,1.0,,,gen202tav4385f790,https://www.tavernresearch.com/research-and-writings/cutting-room-floor-april-10-2026
2026-04-12,2026-04-06,Morning Consult,,RV,12505,46.0,42.0,4.0,,,gen202mor32544209,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#04-12-2026
